entrez_mouse	ensembl_gene_id	gene_symbol	entrez_human	entrez_rat	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	DBD	GOC	JASPAR	ORFeome	Ravasi.et.al	TcoF.DB	TFCat	TFClass_human	TFclass_mouse	Vaquerizas.et.al	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5	GOC981.select_EC
99377	ENSMUSG00000027547	SALL4	57167	0	Q9UJQ4	0	Q8BX22	sal-like 4 (Drosophila)	DRRS|HSAL4|ZNF797|DJ1112F19.1	yes	16840789	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16840789	9606	0	0	0	0	0	0	0	0	0	0	0
13796	ENSMUSG00000033726	EMX1	2016	500235	Q04741	0	Q04742	empty spiracles homeobox 1	0	yes	16793035	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16793035	10090	0	0	0	0	0	0	0	0	0	0	0
13797	ENSMUSG00000043969	EMX2	2018	499380	Q04743	D3ZCK7	Q04744	empty spiracles homeobox 2	0	yes	16793035	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16793035	10090	0	0	0	0	0	0	0	0	0	0	0
71722	ENSMUSG00000005442	CIC	23152	308435	Q96RK0	D4A853	E9QP01,Q924A2	capicua homolog (Drosophila)	0	yes	16717057	Experimental	AnimalTFDB	0	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16717057	9606	0	0	0	0	0	0	0	0	0	0	0
71950	ENSMUSG00000012396	NANOG	79923	414065	A8K4D1,Q9H9S0	D3ZS29	A2RS90,B7ZN41,Q80Z64	Nanog homeobox	0	yes	16714766	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16714766	10090	0	0	0	0	0	0	0	0	0	0	0
19821	ENSMUSG00000026484	RNF2	6045	304850	Q99496	M5AJY0,Q4KLY4	Q9CQJ4	ring finger protein 2	BAP-1|BAP1|DING|HIPI3|RING1B|RING2	yes	16687444	Experimental	0	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	0	0	0	16687444	10090	0	0	0	0	0	0	0	0	0	0	0
232879	ENSMUSG00000049600	ZBTB45	84878	308366	Q96K62	D4A1A3	Q52KG4	zinc finger and BTB domain containing 45	ZNF499	yes	16636917	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16636917	0	0	0	0	0	0	0	0	0	0	0	0
114604	ENSMUSG00000014039	PRDM15	63977	304054	P57071	0	E9Q6A1,E9Q8T2	PR domain containing 15	C21ORF83|PFM15|ZNF298	yes	16618722	Author statement	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	16618722	9606	0	0	0	0	0	0	0	0	0	0	0
22758	ENSMUSG00000036721	ZSCAN12	9753	266716	0	0	Q6ZQB8,Q8C6D3,Q9Z1D7	zinc finger and SCAN domain containing 12	ZFP96|ZNF29K1|ZNF305|ZNF96|DJ29K1.2	yes	16426687	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16426687	9606	0	0	0	0	0	0	0	0	0	0	0
268297	ENSMUSG00000044770	SCML4	256380	309859	B4E0X3,Q8N228	D3ZRV1	Q3UR41,Q80VG1	sex comb on midleg-like 4 (Drosophila)	DJ47M23.1	yes	16355110	Author statement	0	0	0	0	ORFeome	0	0	0	0	0	Vaquerizas et al	16355110	10090	0	0	0	0	0	0	0	0	0	0	0
270004	ENSMUSG00000048377	FOXI2	399823	246073	Q6ZQN5	0	A2RTG9,Q3I5G5	forkhead box I2	0	yes	16289364	Author statement	AnimalTFDB	DBD	GOC	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	16289364	10090	0	0	0	0	0	0	0	0	0	0	0
54352	ENSMUSG00000031737	IRX5	10265	498918	P78411	Q45V74	Q9JKQ4	iroquois homeobox 5	HMMS|IRX-2A|IRXB2	yes	16239150	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16239150	10090	0	0	0	0	0	0	0	0	0	0	0
16373	ENSMUSG00000031734	IRX3	79191	307721	P78415	D3ZNE0	P81067	iroquois homeobox 3	IRX-1|IRXB1	yes	16203991	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	16203991	Other	0	0	0	0	0	0	0	0	0	0	0
16872	ENSMUSG00000026468	LHX4	89884	360858	Q969G2	0	P53776	LIM homeobox 4	CPHD4	yes	15998782	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15998782	9606	0	0	0	0	0	0	0	0	0	0	0
22221	ENSMUSG00000009741	UBP1	7342	301038	A8KAN5,Q9NZI7	D4A030	Q811S7	upstream binding protein 1 (LBP-1a)	LBP-1B|LBP-1A|LBP1A|LBP1B	yes	15988015	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15988015	9606;10090	0	0	0	0	0	0	0	0	0	0	0
329934	ENSMUSG00000052135	FOXO6	100132074	313558	0	0	Q70KY4	forkhead box O6	0	yes	15987244	Experimental	AnimalTFDB	DBD	GOC	0	0	0	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15987244	10090	0	0	0	0	0	0	0	0	0	0	0
21389	ENSMUSG00000030699	TBX6	6911	365371	O95947	D3ZJK7	P70327	T-box 6	0	yes	15986483	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15986483	10090	0	0	0	0	0	0	0	0	0	0	0
12022	ENSMUSG00000021381	BARX1	56033	364680	Q9HBU1	D3ZA67	Q9ER42	BARX homeobox 1	0	yes	15809042	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15809042	10090	0	0	0	0	0	0	0	0	0	0	0
110685	NA	AFR2	0	0	0	0	0	alpha fetoprotein regulation 2, inducibility	0	yes	15767785	Experimental	0	0	GOC	0	0	0	0	0	0	0	0	15767785	10090	0	0	0	0	0	0	0	0	0	0	0
237336	ENSMUSG00000071359	TBPL1	9519	689030	P62380	D4A898	P62340	TBP-like 1	MGC:8389|MGC:9620|STUD|TLF|TLP|TRF2	yes	15767669	Experimental	0	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	0	15767669	9606;10090	0	0	0	0	0	0	0	0	0	0	0
52712	ENSMUSG00000018347	ZNF18	7566	303226	P17022	Q642B9	Q810A1	zinc finger protein 18	HDSG1|KOX11|ZKSCAN6|ZNF535|ZFP535	yes	15702252	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15702252	0	0	0	0	0	0	0	0	0	0	0	0
18092	ENSMUSG00000044186	NKX2-6	137814	364418	A6NCS4	B1H280	P43688,Q8CF35,Q9CVN3	NK2 homeobox 6	CSX2|NKX2F|NKX4-2	yes	15649947	Experimental	AnimalTFDB	DBD	0	0	0	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15649947	9606	0	0	0	0	0	0	0	0	0	0	0
12677	ENSMUSG00000021239	VSX2	338917	171360	P58304	G3V7K0	Q61412,Q80WF9	visual system homeobox 2	CHX10|HOX10|MCOP2|MCOPCB3|RET1	yes	15647262	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15647262	9606	0	0	0	0	0	0	0	0	0	0	0
114565	ENSMUSG00000046962	ZNF295	49854	304056	Q9ULJ3	D3ZVF2	E9Q3R9,E9Q444,G3X9A3,Q6ZPV6,Q80XC5,Q8CC25,Q8CDB1	zinc finger and BTB domain containing 21	ZBTB21	yes	15629158	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass_synonym	TFclass_mouse	Vaquerizas et al	15629158	9606	0	0	0	0	0	0	0	0	0	0	0
277353	ENSMUSG00000038932	TCFL5	10732	311715	Q86TP4,Q9UL49	0	Q32NY8	transcription factor-like 5 (basic helix-loop-helix)	CHA|E2BP-1|FIGLB|BHLHE82	yes	15585666	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15585666	10090	0	0	0	0	0	0	0	0	0	0	0
16876	ENSMUSG00000019230	LHX9	56956	289048	Q9NQ69	Q80W90	Q9WUH2	LIM homeobox 9	0	yes	15585134	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15585134	10090	0	0	0	0	0	0	0	0	0	0	0
70998	ENSMUSG00000025626	PHF6	84295	100359714	Q8IWS0	0	Q9D4J7	PHD finger protein 6	BFLS|BORJ|CENP-31	yes	15580208	Author statement	0	0	0	0	0	Ravasi et al	0	TFCat	0	0	0	15580208	9606	0	0	0	0	0	0	0	0	0	0	0
218100	ENSMUSG00000046351	ZNF322	79692	680201	Q6U7Q0	D3ZJ04	Q8BZ89	zinc finger protein 322	HCG12|ZNF322A|ZNF388|ZNF489	yes	15555580	Experimental	0	0	0	0	0	0	TcoF-DB	0	TFclass	TFclass_mouse	0	15555580	9606	0	0	0	0	0	0	0	0	0	0	0
244219	ENSMUSG00000049728	ZNF668	79759	309002	A8K1I4,Q96K58	0	Q8K2R5	zinc finger protein 668	0	yes	15539151	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15539151	9606;10090	0	0	0	0	0	0	0	0	0	0	0
211323	ENSMUSG00000062991	NRG1	3084	112400	A6MW55,A6MW56,B0FWZ3,B0FYA7,B0FYA8,B0FYA9,B7Z1D7,Q02297,Q6PK61,Q7RTW3,Q7RTW5	D3ZC94,D4ACB2,G3V7D6,G3V7F0,G3V9Q0,P43322	Q6DR98,Q6DR99	neuregulin 1	ARIA|GGF|GGF2|HGL|HRG|HRG1|HRGA|MST131|NDF|SMDF	yes	15494726	Experimental	0	0	0	0	0	0	0	TFCat	0	0	0	15494726	10090	0	0	0	0	0	0	0	0	0	0	0
18072	ENSMUSG00000048540	NHLH2	4808	295327	Q02577	D4A265	Q64221	nescient helix loop helix 2	HEN2|NSCL2|BHLHA34	yes	15470499	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15470499	9606;10090	0	0	0	0	0	0	0	0	0	0	0
22774	ENSMUSG00000036972	ZIC4	84107	315882	Q8N9L1	D3ZMJ5	G3UYE7,Q61467,Q8C8J4	Zic family member 4	0	yes	15465018	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15465018	10090	0	0	0	0	0	0	0	0	0	0	0
65100	ENSMUSG00000041703	ZIC5	85416	361095	Q96T25	F1M349	Q7TQ40	Zic family member 5	0	yes	15465018	Experimental	AnimalTFDB	DBD	0	0	ORFeome	0	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15465018	10090	0	0	0	0	0	0	0	0	0	0	0
140489	ENSMUSG00000045493	BHLHE23	128408	499952	Q8NDY6	D3ZU26	Q0VEJ8,Q8BGW3	basic helix-loop-helix family, member e23	BETA4|BHLHB4|BA305P22.3	yes	15363390	Author statement	AnimalTFDB	DBD	GOC	0	0	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	15363390	0	0	0	0	0	0	0	0	0	0	0	0
381373	ENSMUSG00000068859	SP9	100131390	366078	P0CG40	D3ZZ24	Q64HY3	Sp9 transcription factor	ZNF990	yes	15358670	Author statement	AnimalTFDB	0	0	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	15358670	10090	0	0	0	0	0	0	0	0	0	0	0
18142	ENSMUSG00000001988	NPAS1	4861	308387	Q99742	D3ZJ66	A2RSH6,P97459	neuronal PAS domain protein 1	MOP5|PASD5|BHLHE11	yes	15347806	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15347806	10090	0	0	0	0	0	0	0	0	0	0	0
27386	ENSMUSG00000021010	NPAS3	64067	299016	F8VR32,Q8IXF0,X5D2Q4,X5D988	0	F8VQB2	neuronal PAS domain protein 3	MOP6|PASD6|BHLHE12	yes	15347806	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15347806	10090	0	0	0	0	0	0	0	0	0	0	0
238673	ENSMUSG00000044934	ZNF367	195828	306695	Q7RTV3	Q5U2Z0	Q0VDT2	zinc finger protein 367	CDC14B|ZFF29	yes	15344908	Experimental	AnimalTFDB	DBD	0	0	0	0	0	0	0	0	Vaquerizas et al	15344908	9606	0	0	0	0	0	0	0	0	0	0	0
11924	ENSMUSG00000027967	NEUROG2	63973	295475	Q9H2A3	0	P70447,Q6GTH9	neurogenin 2	ATOH4|MATH4A|NGN2|BHLHA8|NGN-2	yes	15342472	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15342472	9606	0	0	0	0	0	0	0	0	0	0	0
103889	ENSMUSG00000075588	HOXB2	3212	100361765	P14652	D4A426,Q20A34	P0C1T1	homeobox B2	HOX2|HOX2H|HOX-2.8|K8	yes	15289435	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15289435	10090	0	0	0	0	0	0	0	0	0	0	0
15414	ENSMUSG00000000690	HOXB6	3216	497986	P17509	D3ZLU8	P09023	homeobox B6	HOX2|HOX2B|HU-2|HOX-2.2	yes	15269212	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15269212	9606	0	0	0	0	0	0	0	0	0	0	0
20688	ENSMUSG00000025323	SP4	6671	25162	Q02446	Q63158	K4DI62,Q6DFV2	Sp4 transcription factor	HF1B|SPR-1	yes	15265862	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15265862	10090	0	0	0	0	0	0	0	0	0	0	0
15423	ENSMUSG00000075394	HOXC4	3221	24459	P09017,Q86TF7	D3ZK87	G3UX59,Q08624	homeobox C4	HOX3|HOX3E|CP19	yes	15252056	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15252056	9606	0	0	0	0	0	0	0	0	0	0	0
21422	ENSMUSG00000009733	TFCP2	7024	315309	Q12800	G3V969	Q9ERA0	transcription factor CP2	LBP1C|LSF|LSF1D|SEF|TFCP2C	yes	15232220	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15232220	10090	0	0	0	0	0	0	0	0	0	0	0
15248	ENSMUSG00000043099	HIC1	3090	303310	A0PJI1,Q14526	0	Q9R1Y5,Z4YJP0	hypermethylated in cancer 1	ZBTB29|ZNF901|HIC-1	yes	15231840	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15231840	9606	0	0	0	0	0	0	0	0	0	0	0
11694	ENSMUSG00000014603	ALX3	257	365900	O95076	Q6RW14	O70137,Q3UQX2	ALX homeobox 3	FND1	yes	15226305	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15226305	10090	0	0	0	0	0	0	0	0	0	0	0
52615	ENSMUSG00000017548	SUZ12	23512	0	A8K1U9,J3QQW9,Q15022	0	E9PW15,Q80U70	suppressor of zeste 12 homolog (Drosophila)	CHET9|JJAZ1	yes	15225548	Experimental	0	0	0	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	15225548	9606	0	0	0	0	0	0	0	0	0	0	0
268417	ENSMUSG00000020472	ZNF496	84838	287361	Q96IT1	0	Q5SXI5	zinc finger protein 496	NIZP1|ZFP496|ZKSCAN17	yes	15169884	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15169884	10090	0	0	0	0	0	0	0	0	0	0	0
16372	ENSMUSG00000001504	IRX2	153572	306657	Q9BZI1	D3ZGA0	P81066	iroquois homeobox 2	IRXA2	yes	15133517	Author statement	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15133517	0	0	0	0	0	0	0	0	0	0	0	0
15408	ENSMUSG00000049604	HOXB13	10481	303480	Q4KR72,Q92826	D3ZWL5	P70321	homeobox B13	PSGD	yes	15126340	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15126340	9606	0	0	0	0	0	0	0	0	0	0	0
21847	ENSMUSG00000037465	KLF10	7071	81813	Q13118	O08876	O89091,Q8C900	Kruppel-like factor 10	EGRA|TIEG|TIEG1	yes	15087465	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15087465	9606	0	0	0	0	0	0	0	0	0	0	0
100073351	ENSMUSG00000091736	YY2	404281	100361836	O15391	0	Q3TTC2	YY2 transcription factor	ZNF631	yes	15087442	Experimental	AnimalTFDB	0	0	0	0	0	0	0	TFclass	TFclass_mouse	Vaquerizas et al	15087442	9606	0	0	0	0	0	0	0	0	0	0	0
242509	ENSMUSG00000028487	BNC2	54796	298189	Q6ZN30	D3ZZ22	Q2TBA4,Q8BMQ3	basonuclin 2	BSN2	yes	15081112	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	0	TcoF-DB	0	TFclass	TFclass_mouse	Vaquerizas et al	15081112	9606	0	0	0	0	0	0	0	0	0	0	0
73389	ENSMUSG00000002996	HBP1	26959	27080	B4DJ36,O60381	Q62661,Z4YNI2	E9Q1A8,E9Q469,Q8R316	HMG-box transcription factor 1	0	yes	15024088	Experimental	AnimalTFDB	0	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	15024088	9606	0	0	0	0	0	0	0	0	0	0	0
12915	ENSMUSG00000015461	ATF6B	1388	406169	Q6AZW6,Q99941	Q4G097	Q3UJ07	activating transcription factor 6 beta	CREB-RP|CREBL1|G13	yes	14973138	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14973138	9606	0	0	0	0	0	0	0	0	0	0	0
70127	ENSMUSG00000021221	DPF3	8110	299186	F8W7T1,Q92784	0	B5TZD5,P58269	D4, zinc and double PHD fingers, family 3	CERD4	yes	14769913	Author statement	0	0	GOC	0	ORFeome	Ravasi et al	0	TFCat	0	0	Vaquerizas et al	14769913	0	0	0	0	0	0	0	0	0	0	0	0
269389	ENSMUSG00000074607	TOX2	84969	311615	Q96NM4	F1M8E3,Q76IQ7	A2A472,A2A473,E9Q0B9	TOX high mobility group box family member 2	C20ORF100|GCX-1|DJ1108D11.2|DJ495O3.1	yes	14764631	Experimental	AnimalTFDB	0	0	0	0	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14764631	10116	0	0	0	0	0	0	0	0	0	0	0
15434	ENSMUSG00000079277	HOXD3	3232	288152	P31249	D3Z957	P09027,Q3UZR4	homeobox D3	HOX1D|HOX4|HOX4A|HOX-4.1	yes	14610084	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14610084	9606	0	0	0	0	0	0	0	0	0	0	0
16978	ENSMUSG00000026305	LRRFIP1	9208	367314	B4DPC0,Q32MZ4	Q66HF9	A6H5U5,G5E8E1,Q3UZ39,Q8BLV4	leucine rich repeat (in FLII) interacting protein 1	FLAP-1|FLAP1|FLIIAP1|GCF-2|GCF2|HUFI-1|TRIP	yes	14522076	Experimental	0	0	0	0	0	Ravasi et al	0	TFCat	TFclass	TFclass_mouse	0	14522076	9606	0	0	0	0	0	0	0	0	0	0	0
22757	ENSMUSG00000055991	ZKSCAN5	23660	304275	B3KNK8,Q9Y2L8	0	Q69ZT2,Q6PAK4,Q9Z1D8	zinc finger with KRAB and SCAN domains 5	ZFP95|ZNF914	yes	14519192	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	14519192	9606;10090;10116	0	0	0	0	0	0	0	0	0	0	0
67255	ENSMUSG00000059878	ZNF22	7570	360389	P17026	Q9ERU2	Q9ERU3	zinc finger protein 22	HKR-T1|KOX15|ZNF422|ZFP422	yes	12952191	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12952191	10090	0	0	0	0	0	0	0	0	0	0	0
11923	ENSMUSG00000048015	NEUROD4	58158	288821	Q8IW56,Q9HD90	D4A7M5	O09105,Q545C0	neuronal differentiation 4	ATH-3|ATH3|ATOH3|MATH-3|BHLHA4	yes	12947105	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12947105	10090	0	0	0	0	0	0	0	0	0	0	0
239099	ENSMUSG00000057156	HOMEZ	57594	260325	Q8IX15	Q5XFX1	Q80W88	homeobox and leucine zipper encoding	KIAA1443	yes	12925734	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12925734	9606	0	0	0	0	0	0	0	0	0	0	0
30923	ENSMUSG00000044518	FOXE3	2301	171302	Q13461	G3V6Y8	Q9QY14	forkhead box E3	FKHL12|FREAC8	yes	12882633	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12882633	10116	0	0	0	0	0	0	0	0	0	0	0
67150	ENSMUSG00000030788	RNF141	50862	308900	Q8WVD5	Q6IV57	H3BJB4,Q99MB7	ring finger protein 141	ZFP26|ZNF230	yes	12804569	Experimental	0	0	0	0	ORFeome	0	0	0	0	0	0	12804569	9606	0	0	0	0	0	0	0	0	0	0	0
67150	ENSMUSG00000030788	ZNF230	7773	0	Q9UIE0	0	H3BJB4,Q99MB7	zinc finger protein 230	FDZF2	yes	12804569	Author statement	AnimalTFDB	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12804569	10090	0	0	0	0	0	0	0	0	0	0	0
67150	ENSMUSG00000030788	RNF141	50862	308900	Q8WVD5	Q6IV57	H3BJB4,Q99MB7	ring finger protein 141	ZFP26|ZNF230	yes	12804569	Experimental	0	0	0	0	ORFeome	0	0	0	0	0	0	12804569	9606	0	0	0	0	0	0	0	0	0	0	0
67150	ENSMUSG00000030788	ZNF230	7773	0	Q9UIE0	0	H3BJB4,Q99MB7	zinc finger protein 230	FDZF2	yes	12804569	Author statement	AnimalTFDB	0	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	0	Vaquerizas et al	12804569	10090	0	0	0	0	0	0	0	0	0	0	0
16918	ENSMUSG00000028654	MYCL1	4610	298506	P12524	G3V7T4	P10166,Q3UIE0	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)	LMYC|MYCL|BHLHE38	yes	12782599	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12782599	10090	0	0	0	0	0	0	0	0	0	0	0
20728	ENSMUSG00000004359	SPIC	121599	314711	Q8N5J4	D4A5A4	Q6P3D7	Spi-C transcription factor (Spi-1/PU.1 related)	SPI-C	yes	12749910	Experimental	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12749910	10090	0	0	0	0	0	0	0	0	0	0	0
56722	ENSMUSG00000022500	LITAF	9516	65161	Q99732	B2RYP2,P0C0T0	Q9JLJ0	lipopolysaccharide-induced TNF factor	PIG7|SIMPLE|TP53I7	yes	12655064	Experimental	AnimalTFDB	0	0	0	ORFeome	0	0	0	0	0	0	12655064	9606	0	0	0	0	0	0	0	0	0	0	0
17301	ENSMUSG00000055210	FOXD2	2306	313504	O60548	F1LP85	O35392	forkhead box D2	FKHL17|FREAC-9|FREAC9	yes	12621056	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12621056	9606	0	0	0	0	0	0	0	0	0	0	0
27056	ENSMUSG00000029771	IRF5	3663	296953	B7Z1M2,Q13568	D3ZPU1	P56477,Q3U169	interferon regulatory factor 5	SLEB10	yes	12600985	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12600985	9606	0	0	0	0	0	0	0	0	0	0	0
209707	ENSMUSG00000015882	LCORL	254251	498385	Q8N3X6	0	Q3U285	ligand dependent nuclear receptor corepressor-like	MLR1	yes	12560079	Experimental	AnimalTFDB	DBD	GOC	0	0	Ravasi et al	TcoF-DB	TFCat	0	0	Vaquerizas et al	12560079	10090	0	0	0	0	0	0	0	0	0	0	0
22704	ENSMUSG00000051351	ZNF43	7594	0	P17038	0	Q8BPP0	zinc finger protein 43	HTF6|KOX27|ZNF39L1	yes	12537770	Author statement	AnimalTFDB	DBD	0	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12537770	0	0	0	0	0	0	0	0	0	0	0	0
13875	ENSMUSG00000040857	ERF	2077	292721	P50548	0	P70459	Ets2 repressor factor	PE-2|PE2	yes	12533699	Experimental	AnimalTFDB	DBD	GOC	0	ORFeome	Ravasi et al	TcoF-DB	TFCat	TFclass	TFclass_mouse	Vaquerizas et al	12533699	9606	0	0	0	0	0	0	0	0	0	0	0
